id,Mercado ID,Mercado,Producto ID,Tipo de Fruta,Fruta,Categoría ID,URL Miniatura,URL Expandida
186,6,Mercado Mayorista Lo Valledor de Santiago,100103,Frutos de hueso (carozo),Damasco,100103003,https://analytics.zoho.com/open-view/2395394000010977241?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100103003,https://analytics.zoho.com/open-view/2395394000010977153?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100103003
187,6,Mercado Mayorista Lo Valledor de Santiago,100103,Frutos de hueso (carozo),Durazno,100103004,https://analytics.zoho.com/open-view/2395394000010977241?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100103004,https://analytics.zoho.com/open-view/2395394000010977153?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100103004
188,6,Mercado Mayorista Lo Valledor de Santiago,100103,Frutos de hueso (carozo),Nectarín,100103006,https://analytics.zoho.com/open-view/2395394000010977241?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100103006,https://analytics.zoho.com/open-view/2395394000010977153?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100103006
189,6,Mercado Mayorista Lo Valledor de Santiago,100104,Frutos de pepita,Granada,100104001,https://analytics.zoho.com/open-view/2395394000010977241?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100104001,https://analytics.zoho.com/open-view/2395394000010977153?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100104001
190,6,Mercado Mayorista Lo Valledor de Santiago,100104,Frutos de pepita,Manzana,100104002,https://analytics.zoho.com/open-view/2395394000010977241?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100104002,https://analytics.zoho.com/open-view/2395394000010977153?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100104002
191,6,Mercado Mayorista Lo Valledor de Santiago,100104,Frutos de pepita,Membrillo,100104003,https://analytics.zoho.com/open-view/2395394000010977241?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100104003,https://analytics.zoho.com/open-view/2395394000010977153?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100104003
192,6,Mercado Mayorista Lo Valledor de Santiago,100104,Frutos de pepita,Níspero,100104004,https://analytics.zoho.com/open-view/2395394000010977241?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100104004,https://analytics.zoho.com/open-view/2395394000010977153?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100104004
193,6,Mercado Mayorista Lo Valledor de Santiago,100104,Frutos de pepita,Pera,100104005,https://analytics.zoho.com/open-view/2395394000010977241?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100104005,https://analytics.zoho.com/open-view/2395394000010977153?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100104005
194,6,Mercado Mayorista Lo Valledor de Santiago,100106,Oleaginosos,Palta,100106002,https://analytics.zoho.com/open-view/2395394000010977241?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100106002,https://analytics.zoho.com/open-view/2395394000010977153?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100106002
195,6,Mercado Mayorista Lo Valledor de Santiago,100107,Otros,Caqui,100107001,https://analytics.zoho.com/open-view/2395394000010977241?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100107001,https://analytics.zoho.com/open-view/2395394000010977153?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100107001
196,6,Mercado Mayorista Lo Valledor de Santiago,100107,Otros,Chirimoya,100107002,https://analytics.zoho.com/open-view/2395394000010977241?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100107002,https://analytics.zoho.com/open-view/2395394000010977153?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100107002
197,6,Mercado Mayorista Lo Valledor de Santiago,100107,Otros,Tuna,100107011,https://analytics.zoho.com/open-view/2395394000010977241?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100107011,https://analytics.zoho.com/open-view/2395394000010977153?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100107011
198,6,Mercado Mayorista Lo Valledor de Santiago,100108,Tropicales y subtropicales,Guayaba,100108001,https://analytics.zoho.com/open-view/2395394000010977241?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100108001,https://analytics.zoho.com/open-view/2395394000010977153?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100108001
199,6,Mercado Mayorista Lo Valledor de Santiago,100108,Tropicales y subtropicales,Mango,100108002,https://analytics.zoho.com/open-view/2395394000010977241?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100108002,https://analytics.zoho.com/open-view/2395394000010977153?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100108002
200,6,Mercado Mayorista Lo Valledor de Santiago,100108,Tropicales y subtropicales,Maracuyá,100108003,https://analytics.zoho.com/open-view/2395394000010977241?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100108003,https://analytics.zoho.com/open-view/2395394000010977153?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100108003
201,6,Mercado Mayorista Lo Valledor de Santiago,100108,Tropicales y subtropicales,Papaya,100108004,https://analytics.zoho.com/open-view/2395394000010977241?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100108004,https://analytics.zoho.com/open-view/2395394000010977153?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100108004
202,6,Mercado Mayorista Lo Valledor de Santiago,100108,Tropicales y subtropicales,Piña,100108005,https://analytics.zoho.com/open-view/2395394000010977241?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100108005,https://analytics.zoho.com/open-view/2395394000010977153?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100108005
203,6,Mercado Mayorista Lo Valledor de Santiago,100108,Tropicales y subtropicales,Plátano,100108006,https://analytics.zoho.com/open-view/2395394000010977241?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100108006,https://analytics.zoho.com/open-view/2395394000010977153?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100108006
204,6,Mercado Mayorista Lo Valledor de Santiago,100108,Tropicales y subtropicales,Coco,100108007,https://analytics.zoho.com/open-view/2395394000010977241?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100108007,https://analytics.zoho.com/open-view/2395394000010977153?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100108007
205,6,Mercado Mayorista Lo Valledor de Santiago,100108,Tropicales y subtropicales,Tumbo,100108011,https://analytics.zoho.com/open-view/2395394000010977241?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100108011,https://analytics.zoho.com/open-view/2395394000010977153?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100108011
206,6,Mercado Mayorista Lo Valledor de Santiago,100109,Uva,Uva,100109001,https://analytics.zoho.com/open-view/2395394000010977241?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100109001,https://analytics.zoho.com/open-view/2395394000010977153?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100109001
207,6,Mercado Mayorista Lo Valledor de Santiago,100101,Berries,Frutilla,100112025,https://analytics.zoho.com/open-view/2395394000010977241?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100112025,https://analytics.zoho.com/open-view/2395394000010977153?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100112025
208,6,Mercado Mayorista Lo Valledor de Santiago,100101,Berries,Arándano (blue),100101001,https://analytics.zoho.com/open-view/2395394000010977241?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100101001,https://analytics.zoho.com/open-view/2395394000010977153?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100101001
209,6,Mercado Mayorista Lo Valledor de Santiago,100101,Berries,Breva,100101006,https://analytics.zoho.com/open-view/2395394000010977241?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100101006,https://analytics.zoho.com/open-view/2395394000010977153?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100101006
210,6,Mercado Mayorista Lo Valledor de Santiago,100104,Frutos de pepita,Pera asiática,100104005,https://analytics.zoho.com/open-view/2395394000010977241?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100104005,https://analytics.zoho.com/open-view/2395394000010977153?ZOHO_CRITERIA=%22Fruta%20Consolidado%22.%22Mercado%20ID%22%3D6%20and%20%22Fruta%20Consolidado%22.%22Categor%C3%ADa%20ID%22%3D100104005
